"","toa","thr"
"2410","Non-Adopters","Non-Adopters"
"2411","Laggards","High Thresh."
"2412","Non-Adopters","Non-Adopters"
"2413","Late Majority","High Thresh."
"2414","Non-Adopters","Non-Adopters"
"2415","Non-Adopters","Non-Adopters"
"2416","Non-Adopters","Non-Adopters"
"2417","Late Majority","Low Thresh."
"2418","Non-Adopters","Non-Adopters"
"2419","Non-Adopters","Non-Adopters"
"2420","Non-Adopters","Non-Adopters"
"2421","Non-Adopters","Non-Adopters"
"2422","Non-Adopters","Non-Adopters"
"2423","Non-Adopters","Non-Adopters"
"2424","Non-Adopters","Non-Adopters"
"2425","Laggards","High Thresh."
"2426","Non-Adopters","Non-Adopters"
"2427","Non-Adopters","Non-Adopters"
"2428","Non-Adopters","Non-Adopters"
"2429","Non-Adopters","Non-Adopters"
"2430","Non-Adopters","Non-Adopters"
"2431","Non-Adopters","Non-Adopters"
"2432","Non-Adopters","Non-Adopters"
"2433","Non-Adopters","Non-Adopters"
"2434","Non-Adopters","Non-Adopters"
"2435","Non-Adopters","Non-Adopters"
"2436","Non-Adopters","Non-Adopters"
"2437","Non-Adopters","Non-Adopters"
"2438","Non-Adopters","Non-Adopters"
"2439","Laggards","Low Thresh."
"2440","Non-Adopters","Non-Adopters"
"2441","Non-Adopters","Non-Adopters"
"2442","Laggards","High Thresh."
"2443","Non-Adopters","Non-Adopters"
"2444","Non-Adopters","Non-Adopters"
"2445","Non-Adopters","Non-Adopters"
"2446","Laggards","Very Low Thresh."
"2447","Non-Adopters","Non-Adopters"
"2448","Non-Adopters","Non-Adopters"
"2449","Non-Adopters","Non-Adopters"
"2450","Non-Adopters","Non-Adopters"
"2451","Non-Adopters","Non-Adopters"
"2452","Non-Adopters","Non-Adopters"
"2453","Non-Adopters","Non-Adopters"
"2454","Non-Adopters","Non-Adopters"
"2455","Non-Adopters","Non-Adopters"
"2456","Non-Adopters","Non-Adopters"
"2457","Non-Adopters","Non-Adopters"
"2458","Non-Adopters","Non-Adopters"
"2459","Non-Adopters","Non-Adopters"
"2460","Non-Adopters","Non-Adopters"
"2461","Non-Adopters","Non-Adopters"
"2462","Non-Adopters","Non-Adopters"
"2463","Non-Adopters","Non-Adopters"
"2464","Non-Adopters","Non-Adopters"
"2465","Non-Adopters","Non-Adopters"
"2466","Non-Adopters","Non-Adopters"
"2467","Non-Adopters","Non-Adopters"
"2468","Non-Adopters","Non-Adopters"
"2469","Non-Adopters","Non-Adopters"
"2470","Non-Adopters","Non-Adopters"
"2471","Non-Adopters","Non-Adopters"
"2472","Non-Adopters","Non-Adopters"
"2473","Non-Adopters","Non-Adopters"
"2474","Non-Adopters","Non-Adopters"
"2475","Laggards","Low Thresh."
"2476","Non-Adopters","Non-Adopters"
"2477","Non-Adopters","Non-Adopters"
"2478","Laggards","Low Thresh."
"2479","Non-Adopters","Non-Adopters"
"2480","Non-Adopters","Non-Adopters"
"2481","Non-Adopters","Non-Adopters"
"2482","Non-Adopters","Non-Adopters"
"2483","Non-Adopters","Non-Adopters"
"2484","Non-Adopters","Non-Adopters"
"2485","Non-Adopters","Non-Adopters"
"2486","Non-Adopters","Non-Adopters"
"2487","Non-Adopters","Non-Adopters"
"2488","Laggards","High Thresh."
"2489","Non-Adopters","Non-Adopters"
"2490","Non-Adopters","Non-Adopters"
"2491","Non-Adopters","Non-Adopters"
"2492","Non-Adopters","Non-Adopters"
"2493","Non-Adopters","Non-Adopters"
"2494","Non-Adopters","Non-Adopters"
"2495","Non-Adopters","Non-Adopters"
"2496","Laggards","High Thresh."
"2497","Non-Adopters","Non-Adopters"
"2498","Non-Adopters","Non-Adopters"
"2499","Non-Adopters","Non-Adopters"
"2500","Non-Adopters","Non-Adopters"
"2501","Non-Adopters","Non-Adopters"
"2502","Non-Adopters","Non-Adopters"
"2503","Non-Adopters","Non-Adopters"
"2504","Non-Adopters","Non-Adopters"
"2505","Non-Adopters","Non-Adopters"
"2506","Non-Adopters","Non-Adopters"
"2507","Non-Adopters","Non-Adopters"
"2508","Non-Adopters","Non-Adopters"
"2509","Laggards","Low Thresh."
"2510","Non-Adopters","Non-Adopters"
"2511","Laggards","High Thresh."
"2512","Non-Adopters","Non-Adopters"
"2513","Non-Adopters","Non-Adopters"
"2514","Non-Adopters","Non-Adopters"
"2515","Non-Adopters","Non-Adopters"
"2516","Non-Adopters","Non-Adopters"
"2517","Non-Adopters","Non-Adopters"
"2518","Non-Adopters","Non-Adopters"
"2519","Non-Adopters","Non-Adopters"
"2520","Non-Adopters","Non-Adopters"
"2521","Non-Adopters","Non-Adopters"
"2522","Non-Adopters","Non-Adopters"
"2523","Non-Adopters","Non-Adopters"
"2524","Laggards","High Thresh."
"2525","Non-Adopters","Non-Adopters"
"2526","Non-Adopters","Non-Adopters"
"2527","Non-Adopters","Non-Adopters"
"2528","Non-Adopters","Non-Adopters"
"2529","Non-Adopters","Non-Adopters"
"2530","Non-Adopters","Non-Adopters"
"2531","Non-Adopters","Non-Adopters"
"2532","Non-Adopters","Non-Adopters"
"2533","Non-Adopters","Non-Adopters"
"2534","Non-Adopters","Non-Adopters"
"2535","Non-Adopters","Non-Adopters"
"2536","Non-Adopters","Non-Adopters"
"2537","Non-Adopters","Non-Adopters"
"2538","Non-Adopters","Non-Adopters"
"2539","Non-Adopters","Non-Adopters"
"2540","Laggards","High Thresh."
"2541","Late Majority","High Thresh."
"2542","Non-Adopters","Non-Adopters"
"2543","Non-Adopters","Non-Adopters"
"2544","Non-Adopters","Non-Adopters"
"2545","Non-Adopters","Non-Adopters"
"2546","Non-Adopters","Non-Adopters"
"2547","Non-Adopters","Non-Adopters"
"2548","Non-Adopters","Non-Adopters"
"2549","Non-Adopters","Non-Adopters"
"2550","Non-Adopters","Non-Adopters"
"2551","Non-Adopters","Non-Adopters"
"2552","Non-Adopters","Non-Adopters"
"2553","Non-Adopters","Non-Adopters"
"2554","Non-Adopters","Non-Adopters"
"2555","Non-Adopters","Non-Adopters"
"2556","Laggards","High Thresh."
"2557","Non-Adopters","Non-Adopters"
"2558","Non-Adopters","Non-Adopters"
"2559","Non-Adopters","Non-Adopters"
"2560","Non-Adopters","Non-Adopters"
"2561","Non-Adopters","Non-Adopters"
"2562","Non-Adopters","Non-Adopters"
"2563","Non-Adopters","Non-Adopters"
"2564","Laggards","High Thresh."
"2565","Non-Adopters","Non-Adopters"
"2566","Non-Adopters","Non-Adopters"
"2567","Non-Adopters","Non-Adopters"
"2568","Non-Adopters","Non-Adopters"
"2569","Non-Adopters","Non-Adopters"
"2570","Non-Adopters","Non-Adopters"
"2571","Non-Adopters","Non-Adopters"
"2572","Non-Adopters","Non-Adopters"
"2573","Non-Adopters","Non-Adopters"
"2574","Non-Adopters","Non-Adopters"
"2575","Non-Adopters","Non-Adopters"
"2576","Non-Adopters","Non-Adopters"
"2577","Non-Adopters","Non-Adopters"
"2578","Non-Adopters","Non-Adopters"
"2579","Non-Adopters","Non-Adopters"
"2580","Non-Adopters","Non-Adopters"
"2581","Non-Adopters","Non-Adopters"
"2582","Non-Adopters","Non-Adopters"
"2583","Non-Adopters","Non-Adopters"
"2584","Non-Adopters","Non-Adopters"
"2585","Non-Adopters","Non-Adopters"
"2586","Non-Adopters","Non-Adopters"
"2587","Non-Adopters","Non-Adopters"
"2588","Non-Adopters","Non-Adopters"
"2589","Non-Adopters","Non-Adopters"
"2590","Non-Adopters","Non-Adopters"
"2591","Non-Adopters","Non-Adopters"
"2592","Non-Adopters","Non-Adopters"
"2593","Non-Adopters","Non-Adopters"
"2594","Non-Adopters","Non-Adopters"
"2595","Non-Adopters","Non-Adopters"
"2596","Non-Adopters","Non-Adopters"
"2597","Non-Adopters","Non-Adopters"
"2598","Non-Adopters","Non-Adopters"
"2599","Non-Adopters","Non-Adopters"
"2600","Non-Adopters","Non-Adopters"
"2601","Non-Adopters","Non-Adopters"
"2602","Non-Adopters","Non-Adopters"
"2603","Laggards","Low Thresh."
"2604","Non-Adopters","Non-Adopters"
"2605","Non-Adopters","Non-Adopters"
"2606","Non-Adopters","Non-Adopters"
"2607","Non-Adopters","Non-Adopters"
"2608","Laggards","High Thresh."
"2609","Non-Adopters","Non-Adopters"
"2610","Non-Adopters","Non-Adopters"
"2611","Non-Adopters","Non-Adopters"
"2612","Laggards","High Thresh."
"2613","Non-Adopters","Non-Adopters"
"2614","Non-Adopters","Non-Adopters"
"2615","Non-Adopters","Non-Adopters"
"2616","Late Majority","High Thresh."
"2617","Laggards","High Thresh."
"2618","Non-Adopters","Non-Adopters"
"2619","Laggards","High Thresh."
"2620","Non-Adopters","Non-Adopters"
"2621","Non-Adopters","Non-Adopters"
"2622","Laggards","High Thresh."
"2623","Non-Adopters","Non-Adopters"
"2624","Non-Adopters","Non-Adopters"
"2625","Non-Adopters","Non-Adopters"
"2626","Non-Adopters","Non-Adopters"
"2627","Non-Adopters","Non-Adopters"
"2628","Non-Adopters","Non-Adopters"
"2629","Non-Adopters","Non-Adopters"
"2630","Non-Adopters","Non-Adopters"
"2631","Non-Adopters","Non-Adopters"
"2632","Non-Adopters","Non-Adopters"
"2633","Laggards","High Thresh."
"2634","Non-Adopters","Non-Adopters"
"2635","Non-Adopters","Non-Adopters"
"2636","Non-Adopters","Non-Adopters"
"2637","Non-Adopters","Non-Adopters"
"2638","Non-Adopters","Non-Adopters"
"2639","Non-Adopters","Non-Adopters"
"2640","Non-Adopters","Non-Adopters"
"2641","Non-Adopters","Non-Adopters"
"2642","Non-Adopters","Non-Adopters"
"2643","Non-Adopters","Non-Adopters"
"2644","Non-Adopters","Non-Adopters"
"2645","Non-Adopters","Non-Adopters"
"2646","Non-Adopters","Non-Adopters"
"2647","Laggards","High Thresh."
"2648","Non-Adopters","Non-Adopters"
"2649","Non-Adopters","Non-Adopters"
"2650","Non-Adopters","Non-Adopters"
"2651","Non-Adopters","Non-Adopters"
"2652","Non-Adopters","Non-Adopters"
"2653","Laggards","High Thresh."
"2654","Non-Adopters","Non-Adopters"
"2655","Non-Adopters","Non-Adopters"
"2656","Non-Adopters","Non-Adopters"
"2657","Non-Adopters","Non-Adopters"
"2658","Non-Adopters","Non-Adopters"
"2659","Non-Adopters","Non-Adopters"
"2660","Non-Adopters","Non-Adopters"
"2661","Non-Adopters","Non-Adopters"
"2662","Non-Adopters","Non-Adopters"
"2663","Non-Adopters","Non-Adopters"
"2664","Non-Adopters","Non-Adopters"
"2665","Non-Adopters","Non-Adopters"
"2666","Non-Adopters","Non-Adopters"
"2667","Non-Adopters","Non-Adopters"
"2668","Non-Adopters","Non-Adopters"
"2669","Non-Adopters","Non-Adopters"
"2670","Non-Adopters","Non-Adopters"
"2671","Non-Adopters","Non-Adopters"
"2672","Non-Adopters","Non-Adopters"
"2673","Non-Adopters","Non-Adopters"
"2674","Non-Adopters","Non-Adopters"
"2675","Non-Adopters","Non-Adopters"
"2676","Non-Adopters","Non-Adopters"
"2677","Non-Adopters","Non-Adopters"
"2678","Non-Adopters","Non-Adopters"
"2679","Non-Adopters","Non-Adopters"
"2680","Non-Adopters","Non-Adopters"
"2681","Non-Adopters","Non-Adopters"
"2682","Non-Adopters","Non-Adopters"
"2683","Non-Adopters","Non-Adopters"
"2684","Non-Adopters","Non-Adopters"
"2685","Non-Adopters","Non-Adopters"
"2686","Non-Adopters","Non-Adopters"
"2687","Non-Adopters","Non-Adopters"
"2688","Non-Adopters","Non-Adopters"
"2689","Non-Adopters","Non-Adopters"
"2690","Non-Adopters","Non-Adopters"
"2691","Non-Adopters","Non-Adopters"
"2692","Non-Adopters","Non-Adopters"
"2693","Non-Adopters","Non-Adopters"
"2694","Non-Adopters","Non-Adopters"
"2695","Non-Adopters","Non-Adopters"
"2696","Non-Adopters","Non-Adopters"
"2697","Non-Adopters","Non-Adopters"
"2698","Non-Adopters","Non-Adopters"
"2699","Non-Adopters","Non-Adopters"
"2700","Non-Adopters","Non-Adopters"
"2701","Laggards","Low Thresh."
"2702","Non-Adopters","Non-Adopters"
"2703","Non-Adopters","Non-Adopters"
"2704","Non-Adopters","Non-Adopters"
"2705","Non-Adopters","Non-Adopters"
"2706","Non-Adopters","Non-Adopters"
"2707","Non-Adopters","Non-Adopters"
"2708","Non-Adopters","Non-Adopters"
"2709","Non-Adopters","Non-Adopters"
"2710","Laggards","High Thresh."
"2711","Laggards","High Thresh."
"2712","Non-Adopters","Non-Adopters"
"2713","Non-Adopters","Non-Adopters"
"2714","Non-Adopters","Non-Adopters"
"2715","Laggards","High Thresh."
"2716","Non-Adopters","Non-Adopters"
"2717","Non-Adopters","Non-Adopters"
"2718","Non-Adopters","Non-Adopters"
"2719","Non-Adopters","Non-Adopters"
"2720","Non-Adopters","Non-Adopters"
"2721","Non-Adopters","Non-Adopters"
"2722","Non-Adopters","Non-Adopters"
"2723","Non-Adopters","Non-Adopters"
"2724","Non-Adopters","Non-Adopters"
"2725","Non-Adopters","Non-Adopters"
"2726","Non-Adopters","Non-Adopters"
"2727","Non-Adopters","Non-Adopters"
"2728","Non-Adopters","Non-Adopters"
"2729","Non-Adopters","Non-Adopters"
"2730","Non-Adopters","Non-Adopters"
"2731","Non-Adopters","Non-Adopters"
"2732","Non-Adopters","Non-Adopters"
"2733","Laggards","High Thresh."
"2734","Non-Adopters","Non-Adopters"
"2735","Non-Adopters","Non-Adopters"
"2736","Laggards","High Thresh."
"2737","Non-Adopters","Non-Adopters"
"2738","Laggards","High Thresh."
"2739","Non-Adopters","Non-Adopters"
"2740","Laggards","Low Thresh."
"2741","Non-Adopters","Non-Adopters"
"2742","Non-Adopters","Non-Adopters"
"2743","Non-Adopters","Non-Adopters"
"2744","Non-Adopters","Non-Adopters"
"2745","Non-Adopters","Non-Adopters"
"2746","Non-Adopters","Non-Adopters"
"2747","Non-Adopters","Non-Adopters"
"2748","Non-Adopters","Non-Adopters"
"2749","Laggards","High Thresh."
"2750","Non-Adopters","Non-Adopters"
"2751","Non-Adopters","Non-Adopters"
"2752","Non-Adopters","Non-Adopters"
"2753","Non-Adopters","Non-Adopters"
"2754","Non-Adopters","Non-Adopters"
"2755","Non-Adopters","Non-Adopters"
"2756","Non-Adopters","Non-Adopters"
"2757","Non-Adopters","Non-Adopters"
"2758","Non-Adopters","Non-Adopters"
"2759","Non-Adopters","Non-Adopters"
"2760","Non-Adopters","Non-Adopters"
"2761","Non-Adopters","Non-Adopters"
"2762","Non-Adopters","Non-Adopters"
"2763","Non-Adopters","Non-Adopters"
"2764","Non-Adopters","Non-Adopters"
"2765","Non-Adopters","Non-Adopters"
"2766","Non-Adopters","Non-Adopters"
"2767","Non-Adopters","Non-Adopters"
"2768","Non-Adopters","Non-Adopters"
"2769","Non-Adopters","Non-Adopters"
"2770","Non-Adopters","Non-Adopters"
"2771","Non-Adopters","Non-Adopters"
"2772","Non-Adopters","Non-Adopters"
"2773","Non-Adopters","Non-Adopters"
"2774","Non-Adopters","Non-Adopters"
"2775","Laggards","High Thresh."
"2776","Non-Adopters","Non-Adopters"
"2777","Non-Adopters","Non-Adopters"
"2778","Non-Adopters","Non-Adopters"
"2779","Non-Adopters","Non-Adopters"
"2780","Non-Adopters","Non-Adopters"
"2781","Non-Adopters","Non-Adopters"
"2782","Non-Adopters","Non-Adopters"
"2783","Non-Adopters","Non-Adopters"
"2784","Non-Adopters","Non-Adopters"
"2785","Non-Adopters","Non-Adopters"
"2786","Laggards","High Thresh."
"2787","Non-Adopters","Non-Adopters"
"2788","Laggards","Low Thresh."
"2789","Non-Adopters","Non-Adopters"
"2790","Non-Adopters","Non-Adopters"
"2791","Non-Adopters","Non-Adopters"
"2792","Non-Adopters","Non-Adopters"
"2793","Non-Adopters","Non-Adopters"
"2794","Non-Adopters","Non-Adopters"
"2795","Laggards","High Thresh."
"2796","Non-Adopters","Non-Adopters"
"2797","Non-Adopters","Non-Adopters"
"2798","Non-Adopters","Non-Adopters"
"2799","Non-Adopters","Non-Adopters"
"2800","Non-Adopters","Non-Adopters"
"2801","Non-Adopters","Non-Adopters"
"2802","Non-Adopters","Non-Adopters"
"2803","Non-Adopters","Non-Adopters"
"2804","Non-Adopters","Non-Adopters"
"2805","Non-Adopters","Non-Adopters"
"2806","Non-Adopters","Non-Adopters"
"2807","Non-Adopters","Non-Adopters"
"2808","Non-Adopters","Non-Adopters"
"2809","Non-Adopters","Non-Adopters"
"2810","Non-Adopters","Non-Adopters"
"2811","Non-Adopters","Non-Adopters"
"2812","Non-Adopters","Non-Adopters"
"2813","Non-Adopters","Non-Adopters"
"2814","Non-Adopters","Non-Adopters"
"2815","Non-Adopters","Non-Adopters"
"2816","Non-Adopters","Non-Adopters"
"2817","Non-Adopters","Non-Adopters"
"2818","Non-Adopters","Non-Adopters"
"2819","Non-Adopters","Non-Adopters"
"2820","Non-Adopters","Non-Adopters"
"2821","Non-Adopters","Non-Adopters"
"2822","Non-Adopters","Non-Adopters"
"2823","Non-Adopters","Non-Adopters"
"2824","Non-Adopters","Non-Adopters"
"2825","Non-Adopters","Non-Adopters"
"2826","Non-Adopters","Non-Adopters"
"2827","Non-Adopters","Non-Adopters"
"2828","Non-Adopters","Non-Adopters"
"2829","Non-Adopters","Non-Adopters"
"2830","Non-Adopters","Non-Adopters"
"2831","Non-Adopters","Non-Adopters"
"2832","Non-Adopters","Non-Adopters"
"2833","Non-Adopters","Non-Adopters"
"2834","Non-Adopters","Non-Adopters"
"2835","Non-Adopters","Non-Adopters"
"2836","Non-Adopters","Non-Adopters"
"2837","Non-Adopters","Non-Adopters"
"2838","Non-Adopters","Non-Adopters"
"2839","Non-Adopters","Non-Adopters"
"2840","Non-Adopters","Non-Adopters"
"2841","Non-Adopters","Non-Adopters"
"2842","Non-Adopters","Non-Adopters"
"2843","Non-Adopters","Non-Adopters"
"2844","Non-Adopters","Non-Adopters"
"2845","Laggards","High Thresh."
"2846","Non-Adopters","Non-Adopters"
"2847","Non-Adopters","Non-Adopters"
"2848","Non-Adopters","Non-Adopters"
"2849","Non-Adopters","Non-Adopters"
"2850","Non-Adopters","Non-Adopters"
"2851","Non-Adopters","Non-Adopters"
"2852","Non-Adopters","Non-Adopters"
"2853","Non-Adopters","Non-Adopters"
"2854","Non-Adopters","Non-Adopters"
"2855","Non-Adopters","Non-Adopters"
"2856","Non-Adopters","Non-Adopters"
"2857","Non-Adopters","Non-Adopters"
"2858","Non-Adopters","Non-Adopters"
"2859","Non-Adopters","Non-Adopters"
"2860","Non-Adopters","Non-Adopters"
"2861","Non-Adopters","Non-Adopters"
"2862","Non-Adopters","Non-Adopters"
"2863","Non-Adopters","Non-Adopters"
"2864","Non-Adopters","Non-Adopters"
"2865","Non-Adopters","Non-Adopters"
"2866","Non-Adopters","Non-Adopters"
"2867","Non-Adopters","Non-Adopters"
"2868","Non-Adopters","Non-Adopters"
"2869","Non-Adopters","Non-Adopters"
"2870","Non-Adopters","Non-Adopters"
"2871","Laggards","High Thresh."
"2872","Non-Adopters","Non-Adopters"
"2873","Non-Adopters","Non-Adopters"
"2874","Non-Adopters","Non-Adopters"
"2875","Non-Adopters","Non-Adopters"
"2876","Non-Adopters","Non-Adopters"
"2877","Non-Adopters","Non-Adopters"
"2878","Non-Adopters","Non-Adopters"
"2879","Non-Adopters","Non-Adopters"
"2880","Non-Adopters","Non-Adopters"
"2881","Non-Adopters","Non-Adopters"
"2882","Non-Adopters","Non-Adopters"
"2883","Non-Adopters","Non-Adopters"
"2884","Non-Adopters","Non-Adopters"
"2885","Non-Adopters","Non-Adopters"
"2886","Non-Adopters","Non-Adopters"
"2887","Non-Adopters","Non-Adopters"
"2888","Non-Adopters","Non-Adopters"
"2889","Non-Adopters","Non-Adopters"
"2890","Non-Adopters","Non-Adopters"
"2891","Non-Adopters","Non-Adopters"
"2892","Non-Adopters","Non-Adopters"
"2893","Non-Adopters","Non-Adopters"
"2894","Non-Adopters","Non-Adopters"
"2895","Non-Adopters","Non-Adopters"
"2896","Non-Adopters","Non-Adopters"
"2897","Non-Adopters","Non-Adopters"
"2898","Non-Adopters","Non-Adopters"
"2899","Non-Adopters","Non-Adopters"
"2900","Non-Adopters","Non-Adopters"
"2901","Non-Adopters","Non-Adopters"
"2902","Non-Adopters","Non-Adopters"
"2903","Non-Adopters","Non-Adopters"
"2904","Non-Adopters","Non-Adopters"
"2905","Non-Adopters","Non-Adopters"
"2906","Non-Adopters","Non-Adopters"
"2907","Non-Adopters","Non-Adopters"
"2908","Non-Adopters","Non-Adopters"
"2909","Non-Adopters","Non-Adopters"
"2910","Non-Adopters","Non-Adopters"
"2911","Non-Adopters","Non-Adopters"
"2912","Non-Adopters","Non-Adopters"
"2913","Non-Adopters","Non-Adopters"
